id,prompt,difficulty,category
1363,"Our containerized microservices need to enforce network policies so compromised containers can't pivot to other services, but the policy matrix is growing exponentially with each new service. We're using eBPF-based enforcement but kernel vulnerabilities are a concern. Design a layered network isolation strategy that doesn't rely solely on kernel enforcement and remains manageable as we scale to 500+ services.",hard,security
1364,I'm debugging a supply chain attack where a malicious dependency injection happens at build time—the artifact looks legitimate but contains backdoored code. Our SBOM and signature verification systems missed it because the attacker manipulated the build metadata. How do you implement provenance verification that's resistant to both code and metadata tampering without requiring full source code re-compilation?,hard,security
1365,"We're running a multi-cloud infrastructure where encryption keys need to be distributed across AWS, Azure, and GCP without any single cloud provider being able to decrypt data. Standard key splitting leaves us vulnerable to quorum reconstruction attacks. Design a threshold cryptography system that requires cooperation from multiple clouds to decrypt anything, while handling regional outages and compliance requirements.",hard,security
1366,"Our API gateway rate limiter needs to be DDoS-resistant but we're leaking information through response headers and error messages about remaining quota, which attackers use to craft optimal attack patterns. We can't redesign the API contract. How do you implement rate limiting that's both effective and information-hermetic without breaking legitimate monitoring tools?",hard,security
1367,"I need to implement FIDO2 credential management where users can have multiple authenticators, but we must prevent account lockout if their primary authenticator fails. The recovery path requires backup codes, but backup codes themselves can be compromised. Design a multi-factor recovery protocol that maintains security properties even if one or two factors are simultaneously compromised.",hard,security
1368,"We're building a data classification engine that automatically tags sensitive data across petabytes of unstructured logs, but the classifier itself contains a model trained on sensitive examples. We need to prevent model inversion attacks where attackers reconstruct training data from predictions. What's a practical defense that doesn't require retraining the model or replacing the infrastructure?",hard,security
1369,"Our real-time fraud detection system makes decisions in 10ms, but adversaries probe our decision boundaries to understand exactly when transactions are flagged. We can't afford false positives, and we can't reveal decision factors. How do you design anomaly detection that's robust against adaptive adversaries who are actively trying to reverse-engineer your rules?",hard,security
1370,"I'm securing a legacy web application where the source code is partially obfuscated and we don't have time for a complete rewrite. We know there are likely XSS vulnerabilities, but deploying a Content Security Policy breaks interactive features. Design a pragmatic defense-in-depth strategy that reduces XSS impact without full remediation.",hard,security
1371,"We need to implement cryptographic agility for our TLS infrastructure where we can deprecate weakened algorithms mid-deployment, but we have IoT devices in the field that will never receive updates. Design a transition strategy that maintains security for modern clients while safely constraining legacy devices to less-preferred but still-secure algorithms.",hard,security
1372,"Our GraphQL API endpoint processes sensitive queries and we need field-level access control, but incorrectly implemented authorization in resolvers creates subtle timing side-channels revealing which fields the user doesn't have access to. The resolver structure is too complex to refactor quickly. What's a runtime enforcement approach that hardens authorization without modifying resolver logic?",hard,security
1373,"I'm implementing secure telemetry where metrics must be sent to third-party monitoring services, but raw metrics leak information about internal system load and user behavior. We need useful metrics for alerting without exposing system internals. How do you aggregate and anonymize metrics in real-time while maintaining their utility for SRE dashboards?",hard,security
1374,"We're running Kubernetes clusters in an untrusted hosting environment where we can't trust the hypervisor layer. Even with admission controllers and network policies, a sophisticated attacker could potentially escape the container and compromise the host. Design a defense architecture that assumes container escape is possible and focuses on limiting blast radius and detecting lateral movement.",hard,security
1375,"Our document processing service accepts PDFs that might contain embedded malware, and we're sandboxing extraction with Firecracker VMs, but the boot time adds 2 seconds per document. We process 100k documents daily and need to reduce latency without sacrificing security. How do you optimize sandboxing for throughput while maintaining isolation guarantees?",hard,security
1376,"I need to implement audit logging for compliance where logs are immutable and tamper-evident, but an attacker with root access on the logging server can still delete old entries before our retention checks. Design an architecture that makes log tampering detectable even if the logging system is compromised, without requiring external log shipping.",hard,security
1377,"We're handling credit card data and while we use tokenization to avoid storing PAN, the tokenization service itself becomes a high-value target. A breach there compromises all merchants. Design a distributed tokenization architecture that ensures no single compromise can reveal mappings between tokens and original data across multiple merchants.",hard,security
1378,"We're implementing secure firmware updates for thousands of embedded IoT devices in the field, and we need to verify cryptographic signatures before applying patches, but many devices have unreliable clocks making certificate revocation checking nearly impossible. We also can't rely on network connectivity being stable. How would you design a signature verification scheme that handles CRL/OCSP failures gracefully while still preventing rollback attacks and installation of revoked firmware?",hard,security
1379,We're migrating from a monolithic codebase to microservices and running into race conditions in our distributed transaction handling. The issue is that our order processing service occasionally double-charges customers when network partitions occur between the payment and inventory services. Can you help design a saga pattern implementation with compensating transactions that works reliably with eventual consistency?,hard,scripting & automation
1380,"I need to optimize our Kubernetes cluster autoscaler because we're wasting thousands in cloud costs. The problem is our workloads have unpredictable scaling patterns - sometimes CPU stays low but memory spikes, and vice versa. Can you design a custom metrics-based scaler that predicts resource demand 5-10 minutes ahead using historical data?",hard,scripting & automation
1381,We have a stream processing pipeline handling 500k events/second with Kafka and need to deduplicate messages while maintaining ordering guarantees within each partition. The challenge is that duplicate events arrive with 5-30 minute delays and we're running out of storage for the deduplication state. What's the best approach using a probabilistic data structure?,hard,scripting & automation
1382,"Our GraphQL API is hitting performance issues when resolving nested queries on large datasets. The N+1 query problem is killing our database, but we can't just use naive batching because field resolution is non-deterministic. How would you implement a smart dataloader with query analysis to optimize the resolution tree?",hard,scripting & automation
1383,We're building a real-time collaborative editing system with operational transformation but hitting issues with causality violations when users are offline. Our current vector clock implementation doesn't handle network reordering well. Can you architect a solution combining CRDTs with tombstone-based garbage collection?,hard,scripting & automation
1384,We have a multi-tenant SaaS application where one customer's slow database queries are blocking others due to connection pool exhaustion. We need better tenant isolation and query timeout enforcement without rewriting all existing code. What would a connection pool proxy layer look like?,hard,scripting & automation
1385,Our machine learning pipeline processes terabytes of data daily but the data validation step is becoming a bottleneck. We're currently using pandas on a single machine which causes OOM errors. How would you parallelize schema validation and anomaly detection across a Dask cluster with custom validation rules?,hard,scripting & automation
1386,We're implementing an event sourcing architecture with CQRS but the read model projections keep falling out of sync when there are deployment interruptions. We need a way to rebuild projections atomically without causing consistency issues. Should we use event versioning or something else?,hard,scripting & automation
1387,"Our API gateway needs to handle request routing to hundreds of backend services with intelligent circuit breaking and retry logic, but current solutions are too heavyweight. We're dealing with mixed latency profiles and need adaptive backoff. Can you design a lightweight routing engine with predictive circuit breaking?",hard,scripting & automation
1388,We have a time-series database with billions of data points and queries for range aggregations are timing out. Our current implementation scans from disk too much. How would you implement intelligent caching layers with compression and downsampling strategies that maintain accuracy?,hard,scripting & automation
1389,"Our container orchestration system needs to handle graceful shutdown of stateful services, but we're losing data when pod evictions happen quickly. We need a shutdown orchestration layer that handles inter-service dependencies. What's a robust pattern for coordinating clean shutdowns across 50+ services?",hard,scripting & automation
1390,We're implementing zero-knowledge proof verification at scale in our blockchain application but the cryptographic operations are CPU-bound. We need to parallelize batch verification without losing security guarantees. How would you architect this using GPUs?,hard,scripting & automation
1391,Our distributed cache (Redis cluster) is suffering from hot key problems during peak traffic causing CPU saturation on certain nodes. We can't shard further without massive refactoring. Is there a caching strategy that redistributes load dynamically?,hard,scripting & automation
1392,"We have a system that needs to enforce complex permission rules with attribute-based access control (ABAC) evaluated at runtime, but policy evaluation is taking 50ms per request. We need to build a caching layer that handles policy changes atomically. What architecture would you use?",hard,scripting & automation
1393,Our log aggregation pipeline is losing events during high-throughput scenarios (100k logs/sec) because the consumer lag grows unbounded. We need backpressure handling but also need to prioritize critical logs. How would you implement adaptive filtering without centralized state?,hard,scripting & automation
1394,We're running a distributed consensus protocol for our coordination layer but experiencing Byzantine fault tolerance issues when nodes have variable network latency. Our current Raft implementation assumes synchronous networks. How do we handle asynchronous message delivery?,hard,scripting & automation
1395,Our WebSocket server handles 100k concurrent connections but message broadcasting becomes inefficient at scale. We're trying to implement targeted message delivery based on user subscriptions but maintaining subscription state across 10 server instances is complex. What's a scalable pub/sub architecture?,hard,scripting & automation
1396,"We need to implement rate limiting across multiple data centers with consistency guarantees, but using a central coordinator creates a bottleneck. We have 50ms latency between DCs. Can you design a decentralized rate limiter with bounded deviation?",hard,scripting & automation
1397,Our data warehouse ETL pipeline has dependency chains where downstream jobs fail if upstream data quality issues occur. We need intelligent retry strategies with dynamic scheduling and root cause analysis. How would you architect this fault-tolerant orchestration?,hard,scripting & automation
1398,We're building a real-time fraud detection system that needs to process transactions with sub-100ms latency while maintaining feature consistency across batch and streaming pipelines. How would you keep offline and online models synchronized?,hard,scripting & automation
1399,Our service mesh is applying encryption to all inter-service traffic but we're seeing 15% latency overhead. We need to optimize mTLS handshake pooling and connection reuse at scale. Can you design a connection management strategy?,hard,scripting & automation
1400,We have an immutable data lake with thousands of concurrent writers and readers but small file writes create too many metadata operations. We need intelligent buffering and compaction without blocking reads. What's the best approach using write-ahead logs?,hard,scripting & automation
1401,Our anomaly detection pipeline uses statistical models but model drift causes false positives after 2-3 weeks. We need automated retraining with canary deployments of new models. How would you architect continuous model validation and rollback?,hard,scripting & automation
1402,We're implementing a reverse index for full-text search across a petabyte dataset but index update latency causes stale results. We need near-real-time index updates with eventual consistency semantics. What's a practical two-tier indexing strategy?,hard,scripting & automation
1403,"Our batch job scheduler has long-running tasks that get killed due to resource constraints, but checkpointing and resuming is unreliable. We need a general framework for task serialization and recovery. How would you handle this for heterogeneous workloads?",hard,scripting & automation
1404,"We're building a high-frequency trading system that needs to process market data feeds from multiple exchanges with microsecond precision, but clock skew across servers is causing order sequencing issues. We also need to ensure atomic settlement across accounts even during network failures. How would you architect a fault-tolerant order execution engine with strict FIFO guarantees and minimal latency?",hard,scripting & automation
1405,Our log storage system is growing exponentially and we're hitting performance cliffs when querying logs older than 30 days. We need a tiered storage strategy that transparently archives cold logs while maintaining query performance. Can you design a metadata-aware partitioning scheme with intelligent rehydration from S3?,hard,scripting & automation
1406,"We have a distributed tracing system collecting spans from thousands of services, but the cardinality explosion of trace tags is causing memory exhaustion in our aggregation layer. We need to implement dynamic sampling that intelligently selects traces for full retention while maintaining statistical accuracy. What sampling algorithm would handle this?",hard,scripting & automation
1407,"Our DNS service needs to handle zone transfers for millions of domains with eventual consistency across 50+ geographically distributed nameservers, but the current gossip protocol has unpredictable convergence times. We need bounded replication delay with verification of consistency. How would you redesign this?",hard,scripting & automation
1408,We're experiencing memory leaks in our Rust async runtime when handling connection storms (1M+ concurrent connections) due to tokio task proliferation. The issue is subtle - some cleanup code isn't being invoked reliably during cancellation. Can you help debug the lifecycle management and suggest a pattern for resource tracking?,hard,scripting & automation
1409,"Our recommendation engine needs to compute personalized rankings for 10M users in real-time, but the collaborative filtering matrix is too large for in-memory computation on a single machine. We need an approximation algorithm that maintains accuracy within 1% while keeping latency under 50ms. What architecture would you propose using approximate nearest neighbors?",hard,scripting & automation
1410,We're implementing a distributed locking service but lock expiration during garbage collection causes premature lock release. We need a deadlock-free lock manager that handles both crashed clients and extended GC pauses. Should we use heartbeat-based or deterministic expiration?,hard,scripting & automation
1411,Our stream processing job is falling behind during peak load because state management operations are blocking the processing thread. We need to migrate to async state backends but the existing business logic assumes synchronous operations. How would you refactor this without rewriting all the logic?,hard,scripting & automation
1412,"We have a content delivery network where edge servers cache popular assets, but cache invalidation during deployments is causing stale content at 0.5% of requests. We need a consistency protocol that handles both TTL-based and event-driven invalidation. What's the optimal strategy balancing consistency and freshness?",hard,scripting & automation
1413,Our Elasticsearch cluster is running out of disk space due to inefficient indexing of nested JSON documents with high cardinality fields. We need to implement field normalization and selective indexing without losing query functionality. Can you design a preprocessing pipeline that reduces index size by 40%?,hard,scripting & automation
1414,"We're building a multi-region database replication system where failover needs to complete in under 10 seconds, but detecting leader failure reliably takes 30+ seconds with traditional heartbeats. Can you design a faster failure detection mechanism using client-side feedback and quorum sensing?",hard,scripting & automation
1415,Our data processing pipeline has heterogeneous tasks with different resource requirements and we're seeing poor scheduling efficiency because we can't predict runtime accurately. We need a machine learning-based task scheduler that learns from historical execution patterns. How would you handle cold-start tasks?,hard,scripting & automation
1416,"We're implementing compliance audit logging where tampering detection is critical, but the current append-only log isn't cryptographically verifiable at scale. We need to add merkle tree commitments while maintaining sub-millisecond write latency. What's a practical approach?",hard,scripting & automation
1417,"Our API clients are building overly complex queries that cause algorithmic complexity explosions in our query planner, leading to timeouts. We need to implement query cost estimation and rejection at the API gateway level without requiring schema knowledge. Can you design a heuristic-based cost model?",hard,scripting & automation
1418,"We're running a feature flag service that needs sub-millisecond evaluation of thousands of flags for millions of users, with consistent updates across regions. The current polling-based approach has 30-second stale windows. How would you implement real-time flag propagation with bounded consistency?",hard,scripting & automation
1419,Our backup and restore system is too slow when recovering large datasets because it's rebuilding indexes sequentially. We need parallel index reconstruction that handles partial backups and works with incremental snapshots. What checkpoint strategy would you use?,hard,scripting & automation
1420,We're implementing a secrets management system that needs to rotate credentials every 24 hours across 500+ services without causing coordinated failures or causing service disruptions. We need graceful period where old and new credentials are both valid. How would you orchestrate this safely?,hard,scripting & automation
1421,I'm building a real-time feature store for our ML models that needs to handle 50k QPS with sub-100ms latency. We're using Kafka for streaming data and need to implement incremental feature aggregations across multiple time windows while maintaining strong consistency guarantees. How would you architect this to avoid the lambda architecture bottleneck and what state management strategy would you recommend?,hard,machine learning / data engineering
1422,"We have a distributed ML training pipeline running on Kubernetes where workers frequently lose connection mid-epoch. I need to implement stateful recovery without replaying the entire dataset, using a combination of checkpoint coordination and gradient accumulation. What's the best way to handle asynchronous gradient aggregation across heterogeneous hardware?",hard,machine learning / data engineering
1423,"Our data pipeline processes 100TB of raw logs daily, but we're seeing severe skew in the Spark shuffle phase when grouping by user_id. We've tried salting and skew join techniques but performance is still degrading. Can you help design a multi-level aggregation strategy that handles both sparse and dense keys efficiently?",hard,machine learning / data engineering
1424,"I need to build a recommendation system that can serve personalized rankings for 10M users with model inference latency under 50ms. We're considering embedding caching with Redis and online learning, but I'm concerned about cache invalidation consistency between the batch retraining pipeline and serving layer. What's a robust approach?",hard,machine learning / data engineering
1425,"We're implementing a feature cross-generation engine in our data warehouse that needs to compute polynomial and interaction features for high-cardinality dimensions without exploding memory usage. The feature set grows combinatorially and we're running into OOM errors on Spark executors. Should we use lazy evaluation, or would columnar storage with vectorized operations be better?",hard,machine learning / data engineering
1426,"Our time-series anomaly detection model needs to handle concept drift in production where data distributions shift monthly. We currently retrain monthly, but I need incremental model updates with online learning algorithms that maintain backward compatibility with existing model checkpoints. How do we ensure model versioning and A/B testing across these updates?",hard,machine learning / data engineering
1427,"I'm designing a distributed experiment platform where multiple concurrent ML trials need to log metrics to a central backend without overwhelming it. We're seeing contention issues even with batching. Should we implement a hierarchical aggregation tree, use event streaming with eventual consistency, or build a pull-based system?",hard,machine learning / data engineering
1428,"We have a custom CUDA kernel for matrix operations in our deep learning pipeline, but it's hitting memory fragmentation issues when running variable-batch-size inference. The kernel allocates and deallocates memory frequently during autograd. What memory pooling or graph optimization techniques could reduce fragmentation?",hard,machine learning / data engineering
1429,"Our ETL pipeline depends on complex DAGs with interdependent tasks that can fail unpredictably. We need to implement smart retry logic that distinguishes between transient and permanent failures, with exponential backoff and partial task replay. How would you design this orchestration layer to minimize reprocessing?",hard,machine learning / data engineering
1430,"I'm building an ML ops platform where model artifacts, training data, and execution configs need to be versioned together. We need reproducible runs but also efficient storage for thousands of experiments. What's the best way to structure the artifact repository to handle deduplication and versioning without tripling storage costs?",hard,machine learning / data engineering
1431,"Our NLP model inference service needs to handle variable-length batches with dynamic padding, but we're seeing unpredictable latency spikes. The batching queue sometimes has large padding overhead and GPU utilization drops. How can we implement adaptive batching or request rearrangement to optimize throughput?",hard,machine learning / data engineering
1432,We're running distributed hyperparameter tuning with 1000s of trials across heterogeneous GPUs with varying performance. The early stopping criteria isn't working well because faster hardware finishes trials earlier but doesn't necessarily mean better models. How do we implement fair resource-aware scheduling and comparison?,hard,machine learning / data engineering
1433,"Our data pipeline has a bottleneck in the join operation between a large fact table (100B rows) and slowly-changing dimensions. We've tried broadcast joins and bucketing but still hitting memory limits. Should we explore skew-aware broadcast, remote joins, or columnar storage optimizations?",hard,machine learning / data engineering
1434,I need to implement real-time feature engineering where raw events are transformed using complex SQL UDFs before being written to the feature store. The transformation logic needs to be shared across batch and streaming pipelines but latency in streaming can't exceed 5 seconds. How do we unify these codebases?,hard,machine learning / data engineering
1435,"Our distributed training is using AllReduce for gradient synchronization, but we have stragglers that hold up the entire iteration. We're considering gradient compression and asynchronous aggregation, but that risks convergence issues. What's a practical approach to handle stragglers without sacrificing model quality?",hard,machine learning / data engineering
1436,"We built a data labeling pipeline where human annotators work on ML model outputs, creating a feedback loop. We need to detect and handle label noise, disagreement patterns, and biased annotators in real-time. What statistical methods would you use to identify problematic annotations without removing too much data?",hard,machine learning / data engineering
1437,Our production model serving infrastructure uses feature preprocessing that depends on aggregated statistics computed during training. These stats become stale over time and we can't recompute them constantly. How do we implement versioned feature transformations with monitoring to detect when preprocessing skew becomes significant?,hard,machine learning / data engineering
1438,"I'm designing a columnar database for analytical workloads where queries are highly selective on a few columns but need full-table scans for others. The compression algorithms vary by column type. Should we implement dynamic column selection, or use multiple indices and optimizer hints?",hard,machine learning / data engineering
1439,Our ML pipeline needs to handle missing data imputation at scale where the strategy depends on missing-ness patterns that are expensive to compute. We're computing summary statistics in one pass but imputation strategies need to adapt. What's an efficient approach to decouple stat collection from imputation execution?,hard,machine learning / data engineering
1440,We're implementing a feature store where features need to be computed on-demand for real-time prediction but also precomputed for batch training. The compute logic is shared but execution contexts differ significantly. How do we structure the feature computation DAG to handle both use cases efficiently?,hard,machine learning / data engineering
1441,"Our distributed graph processing job for recommendation systems is experiencing load imbalance because popular nodes have many more edges than others. GraphX and similar frameworks aren't handling the skew well. Should we implement custom vertex partitioning, edge cutting, or would a different programming model be more suitable?",hard,machine learning / data engineering
1442,"I need to build a model governance layer that tracks data lineage, feature transformations, and model dependencies. We need to support root-cause analysis when models fail or degrade. What architecture would let us query provenance efficiently without introducing massive overhead?",hard,machine learning / data engineering
1443,"Our online learning system processes events in real-time but batches are arriving out of order from different data centers. We can't afford to hold up predictions waiting for ordering, but we need statistically sound gradient updates. How do we implement causal consistency for model updates?",hard,machine learning / data engineering
1444,"We're running multi-GPU training on a single machine using PyTorch DDP but hitting bottlenecks in the communication phase. The PCIe bandwidth between GPUs and CPU is limiting scaling. Should we use P2P communication, NVLink optimization, or batch gradient updates differently?",hard,machine learning / data engineering
1445,"Our data warehouse has partitioned tables by date but queries often filter by user_id, causing full partition scans. We can't afford to repartition the entire table. Should we implement secondary indices, materialized views, or build a separate lookup table for common queries?",hard,machine learning / data engineering
1446,We're building a stream processing pipeline that ingests 500k events/sec from IoT devices and needs to compute hierarchical aggregations (device -> zone -> region) with exactly-once semantics. State backend consistency is becoming a bottleneck and we can't afford duplicate processing. How would you design a fault-tolerant aggregation strategy that minimizes state serialization overhead while handling out-of-order events and late arrivals across multiple time windows?,hard,machine learning / data engineering
1447,"Our production model serving layer uses quantized embeddings cached in Redis, but we're seeing accuracy drift because the quantization parameters are computed on stale training data. We need to periodically retrain quantizers with online statistics from production traffic without blocking inference. What's the best way to coordinate quantizer updates between the training pipeline and inference servers?",hard,machine learning / data engineering
1448,"I'm implementing a feature generation engine where we need to compute 10k distinct features from raw events but can't materialize all combinations due to storage constraints. We're using lazy evaluation with PySpark but hitting DAG scheduling overhead. Should we implement explicit caching strategies, columnar intermediate representations, or split into separate Spark jobs?",hard,machine learning / data engineering
1449,Our distributed training uses gradient checkpointing to save memory but we're getting unpredictable CUDA OOM errors in certain batch sizes. The checkpointing strategy seems to interact poorly with our custom autograd hooks for gradient accumulation. How do we profile and optimize memory allocation order during backpropagation?,hard,machine learning / data engineering
1450,We have a Kafka-based feature computation pipeline where transformations depend on late-arriving dimensions from a slowly-changing warehouse table. Current approach uses periodic reloads but causes inconsistent feature values across batches. How do we implement versioned dimension handling with correct temporal semantics?,hard,machine learning / data engineering
1451,Our data labeling quality control system needs to detect systematic bias in annotator labels in real-time while maintaining privacy—we can't compare labels across annotators directly due to compliance constraints. What statistical tests could identify biased annotators using only per-annotator aggregate metrics?,hard,machine learning / data engineering
1452,I'm designing a federated learning system where model updates are computed on edge devices with heterogeneous compute and network conditions. Central aggregation needs to be robust to stragglers and Byzantine devices without full synchronization. What aggregation algorithm would you use beyond simple averaging?,hard,machine learning / data engineering
1453,Our ML pipeline orchestrator needs to handle dynamic DAGs where task dependencies are determined by output of previous tasks—some paths can be pruned entirely. Current static scheduling is wasteful. How would you implement dynamic task scheduling with minimal metadata overhead and efficient resource allocation?,hard,machine learning / data engineering
1454,"We're optimizing a columnar analytics query engine where certain queries have correlated filters across columns (e.g., WHERE col_a > 0 AND col_b > col_a*2). Pre-computed statistics don't capture these correlations efficiently. Should we implement vectorized execution with branch prediction hints, or build a query rewrite layer?",hard,machine learning / data engineering
1455,"Our production recommendation model uses collaborative filtering on a bipartite user-item graph with 500M nodes, but the similarity computation hits memory limits. We're considering sketching techniques or dimensionality reduction. What's a practical approach that balances recall degradation with memory/compute improvements?",hard,machine learning / data engineering
1456,I need to implement a cost-optimized Spark job that uses spot instances which can be terminated unexpectedly. Tasks can fail mid-execution but we need to avoid reprocessing entire stages. How do we integrate granular checkpointing with spot instance lifecycle management?,hard,machine learning / data engineering
1457,Our real-time feature store needs to support both point lookups (serve features for a single entity in <5ms) and batch lookups (get features for 100k entities). Current architecture handles point-lookups well but batch throughput is poor. Should we implement a two-tier serving architecture or optimize the batch lookup path?,hard,machine learning / data engineering
1458,We're building an ML platform where analysts write SQL-based feature definitions that compile to both Spark batch and Flink streaming execution. The same SQL needs to produce consistent results across batch/stream but handles windowing differently. How do we abstract over execution engine differences?,hard,machine learning / data engineering
1459,Our distributed model training uses parameter servers but updates are arriving asynchronously with varying delays. We're getting inconsistent gradient application order across replicas. How do we implement vector clock-based or timestamp-based ordering to ensure deterministic model training?,hard,machine learning / data engineering
1460,"I'm implementing a data quality monitoring system that detects schema drift, distribution shifts, and anomalies in real-time across 1000s of datasets. We can't store full distributions but need to identify subtle changes efficiently. What sketch-based or statistical tests would work for incremental monitoring?",hard,machine learning / data engineering
1461,Our graph neural network training pipeline processes dynamic graphs where nodes and edges are continuously updated. We need to maintain sampling consistency across epochs without materializing the entire graph in memory. How do we implement an efficient dynamic graph sampling strategy with proper staleness bounds?,hard,machine learning / data engineering
1462,We're running A/B tests on ML models where users are assigned to treatments deterministically but reproducibly. Current hashing approach sometimes has collisions causing assignment inconsistencies. How do we implement bucketing with guaranteed determinism across distributed systems and time?,hard,machine learning / data engineering
1463,We have a React Native app with 50k+ daily active users and our analytics SDK is causing significant battery drain due to excessive IPC calls between JS and native modules. How would you redesign the batching strategy and implement a priority queue system to reduce native bridge traffic while maintaining sub-100ms event delivery guarantees under poor network conditions?,hard,mobile development
1464,I'm building a real-time collaborative editing feature using CRDT for offline-first mobile clients. The challenge is merging conflict-free operation transforms across async replication streams while keeping the in-memory data structure under 50MB for devices with limited RAM. What's the best approach to handle tombstones and compaction without blocking the UI thread?,hard,mobile development
1465,Our iOS app uses Core Data with multi-threaded access patterns and we're seeing random NSManagedObjectContextDidSave crashes in production that we can't reproduce locally. The stack trace suggests a retain cycle during relationship faulting. How would you architect a thread-safe wrapper around Core Data to prevent context corruption and add defensive mutation tracking?,hard,mobile development
1466,"We need to implement zero-knowledge end-to-end encryption on Android with asymmetric key rotation every 30 days, but we're constrained by limited Keystore performance. How do we batch decrypt large payloads (100MB+) without hitting ANR timeouts while maintaining forward secrecy and key material isolation?",hard,mobile development
1467,"Building a Flutter app that syncs gigabytes of offline-ready local data from a GraphQL API with complex pagination and nested mutations. The old implementation causes excessive memory spikes during batch inserts into SQLite. Should we implement write-ahead logging, batch transactions, or switch to a different persistence layer entirely?",hard,mobile development
1468,Our React Native app has a custom animated list with 10k+ virtualized items and the native bridge is becoming a bottleneck during rapid scrolling. We're getting frame drops due to serialization overhead. Would implementing a shared memory buffer or moving calculations to native code with JSI give us better performance gains?,hard,mobile development
1469,I'm debugging a subtle race condition in our Kotlin Flow-based state management where rapid state mutations are causing stale closure captures in downstream collectors. The issue only manifests under high concurrency on certain device models. How would you design a backpressure-aware state machine that guarantees strict ordering without hot flow emissions?,hard,mobile development
1470,"We're implementing biometric authentication with certificate pinning on iOS, but need to handle certificate rotation in production without forcing app updates. What's the safest way to chain validation between old and new certs while preventing MITM attacks during the transition period?",hard,mobile development
1471,"Our Android app manages a complex dependency graph of microservices through a gateway API, but we're seeing exponential backoff collisions when multiple clients retry failed requests simultaneously. How do we implement distributed jittered exponential backoff with coordinated circuit breaking across app instances?",hard,mobile development
1472,Building a peer-to-peer file transfer system for mobile using WebRTC data channels where we need reliable ordered delivery and resume capability after network handoffs. The challenge is managing ICE candidate collection and signaling with minimal latency. What's your strategy for efficient state recovery when switching between cellular and WiFi?,hard,mobile development
1473,Our Swift app uses Combine for reactive data binding but we're running into memory leaks from captured self references in publishers. We need a subscription management system that automatically cleans up observers when view controllers deallocate. How would you implement a lifecycle-aware publisher wrapper without introducing debug complexity?,hard,mobile development
1474,"Implementing end-to-end encrypted push notifications on mobile where the server must remain zero-knowledge of payload content, but we need reliable delivery guarantees and the ability to trigger local notifications even when the app is terminated. What's the optimal key exchange and storage strategy?",hard,mobile development
1475,"We have a cross-platform mobile app using Redux that needs to handle 1000+ state updates per second during intense user interactions without freezing the UI. The current implementation processes everything synchronously through middleware. Should we implement action batching, time-slice processing, or move to event sourcing?",hard,mobile development
1476,Our iOS networking layer uses URLSession with custom TLS pinning but we're debugging sporadic hangs in certain geographic regions where DNS resolution is slow. How do we add adaptive timeouts and fallback resolution strategies while maintaining security guarantees and avoiding cascading failures?,hard,mobile development
1477,"Building an AR app with persistent anchor synchronization across multiple devices using a shared backend, but anchor positions drift over time due to device tracking errors. How do we implement consensus-based anchor correction without accumulating garbage anchors or breaking user experience?",hard,mobile development
1478,"We're optimizing a Dart/Flutter rendering pipeline where complex state changes trigger unnecessary widget rebuilds causing UI jank. The widget tree is deeply nested and identifying which widgets actually need rebuilding is expensive. Should we implement custom RenderObject caching, use Riverpod with granular reactivity, or restructure the widget hierarchy?",hard,mobile development
1479,Our payment processing SDK needs to securely transmit sensitive tokenized card data to a payment gateway through the mobile app while complying with PCI-DSS requirements. How do we implement secure enclave-backed encryption on Android and iOS that works offline with eventual synchronization?,hard,mobile development
1480,Implementing a real-time multiplayer game on mobile where actions must be validated server-side but we need sub-50ms latency for responsive client feedback. How do you reconcile optimistic updates with authoritative server state when rollbacks occur due to cheating prevention or validation failures?,hard,mobile development
1481,Our app performs ML inference on-device using TensorFlow Lite but the model is 200MB and takes 30 seconds to download. We need intelligent caching and delta updates so users don't re-download unchanged model layers. What's the best approach for versioning and partial model synchronization?,hard,mobile development
1482,"Building a location-based service on Android where we need accurate geofencing with minimal battery drain, but system geofencing is unreliable in urban canyons. Should we implement hybrid approach combining GPS, WiFi fingerprinting, and BLE beacons? How do we gracefully degrade when sensors aren't available?",hard,mobile development
1483,Our React Native app initializes Realm with complex migrations on startup and it's blocking the JS thread for 5+ seconds on older devices. We need to defer heavy migrations or run them in background workers. What's the best strategy for versioning migrations and handling mid-flight app updates?,hard,mobile development
1484,We need to implement a rate-limiting cache layer in our Swift networking stack that respects server-side rate limit headers (429) across multiple API clients and enforces per-endpoint quotas without exceeding global bandwidth constraints. How do you coordinate rate limit state across concurrent requests?,hard,mobile development
1485,Our Kotlin app uses Room database with complex JOIN queries that sometimes timeout under heavy concurrent access. We need to implement query result streaming and cancellation tokens to prevent UI thread starvation. What's your approach to profiling database contention and identifying hot tables?,hard,mobile development
1486,Building a zero-latency input system for mobile games where touch events must bypass the normal event queue hierarchy to achieve 120fps responsiveness. How do you hook into the native event dispatch system on iOS and Android without breaking accessibility or standard gesture recognition?,hard,mobile development
1487,We're implementing differential privacy in our analytics library to satisfy GDPR while still extracting useful insights. The challenge is aggregating user events into DP-safe summaries without requiring centralized collection. How do we add noise locally while maintaining statistical utility for trend analysis?,hard,mobile development
